 week_number, callsign, transport_mode, gateway, frequency, location, county, state
68, KI7LAG, VARA FM, KE7NKR-10, 145.720, N/A, Washington, OR
68, KI7LAG, VARA FM, KE7NKR-10, 145.720, N/A, Washington, OR
68, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
68, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
68, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
68, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
68, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
68, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
68, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
68, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
68, N1ACW, Packet, W7OWO-10, 145.030, Palisades, Clackamas, OR
68, W3STM, VARA FM, K7ZDO-12, 441.525, First Addition, Clackamas, OR
68, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, CLACKAMAS, OR
68, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, CLACKAMAS, OR
68, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, CLACKAMAS, OR
68, W6RKT, VARA FM, K7YFJ-12, 441.525, N/A, Clark, WA
68, W6RKT, VARA FM, K7LSC-10, 144.960, N/A, Clark, WA
68, W6RKT, VARA FM, WC7EOC-10, 144.980, N/A, Clark, WA
68, W6RKT, VARA FM, KE7NKR-10, 145.720, N/A, Clark, WA
68, W6RKT, VARA FM, W7BVT-10, 145.070, Mountain Park, Clackamas, OR
68, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
68, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
68, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
68, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
69, N6NQD, TELNET, N/A, 0.000, Waluga, Clackamas, OR
69, KK7QQK, TELNET, N/A, 0.000, Mountain Park, Clackamas, OR
69, WA1TRH, TELNET, N/A, 0.000, Uplands, Clackamas, OR
69, KD7DNM, VARA FM, W7YAM-12, 145.090, CHILDS, Clackamas, OR
69, KD7PFH, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
69, KI7DGC, VARA FM, KE7NKR-10, 145.720, Westlake, Clackamas, OR
69, W6RKT, PACKET, K7YFJ-10, 144.940, N/A, Clark, WA
69, W6RKT, PACKET, K7YFJ-11, 223.700, N/A, Clark, WA
69, W6RKT, VARA FM, K7YFJ-12, 441.525, N/A, Clark, WA
69, W6RKT, PACKET, K7MCE-10, 145.070, N/A, Clark, WA
69, W6RKT, PACKET, AE7ZQ-10, 144.950, N/A, Clark, WA
69, W6RKT, PACKET, W7LT-10, 144.910, N/A, Clark, WA
69, W6RKT, PACKET, KI7QIB-10, 145.010, N/A, Clark, WA
69, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7BVT-10, 145.020, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, KD7DZO-11, 145.770, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7EOC-10, 144.980, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7YAM-12, 145.090, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7OWO-10, 145.030, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7OWO-10, 441.000, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, KE7NKR-10, 145.720, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7YAM-10, 144.970, OAK CREEK, Clackamas, OR
69, KK7MLS, VARA FM, W7YAM-10, 441.050, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, N1ACW-10, 145.530, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, WC7EOC-10, 144.980, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, W7YAM-12, 145.090, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, W7OWO-10, 441.000, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, W7OWO-10, 145.030, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, KE7NKR-10, 145.720, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, W7YAM-10, 441.050, OAK CREEK, Clackamas, OR
69, KK7MLS, PACKET, KD7DZO-10, 145.570, OAK CREEK, Clackamas, OR
69, W6RKT, PACKET, KD7ZDO-10, 145.570, N/A, Clark, WA
69, W6RKT, PACKET, KE7NKR-10, 145.720, N/A, Clark, WA
69, W6RKT, PACKET, N1ACW-10, 145.530, N/A, Clark, WA
69, KK7OMS, TELNET, N/A, 0.000, MARYLHURST, Clackamas, OR
69, W6AGZ, VARA FM, W7BVT-10, 145.020, N/A, CLACKAMAS, OR
69, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, OR 
69, KI7LAG, VARA FM, W7ODN-10, 144.990, N/A, Marion, OR
69, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, OR
69, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
69, W6RKT, APRS, N/A, 144.390, N/A, Clark, WA
69, N1ACW, VARA FM, K7MCE-10, 145.070, PALISADES, Clackamas, OR
70, KI7DGC, VARA FM, N1ACW-10, 145.5300, Westlake, Clackamas, OR
70, KI7DGC, PACKET, N1ACW-10, 145.5300, Palisades, Clackamas, OR
70, KI7DGC, VARA FM, W7BVT-10, 145.0200, Westlake, Clackamas, Oregon
70, KJ7JCR, VARA FM, N1ACW-10, 145.5300, PALISADES, Clackamas, OR
70, KK7QQK, TELNET, N/A, 0.0000, MOUNTAIN PARK, Clackamas, OR
70, KI7DGC, Vara FM, W7BVT-10, 145.0200, Westlake, Clackamas, Oregon
70, KJ7JCR, VARA FM, WC7EOC-10, 144.9800, Palisades, Clackamas, Oregon
70, KJ7JCR, VARA FM, WC7EOC-10, 144.9800, PALISADES, Clackamas, OR
70, WA6ZLV, VARA FM, N1ACW-10, 145.5300, Old Town, Clackamas, OR
70, W6RKT, VARA FM, N1ACW-10, 145.5300, Battle Ground, Clark, Washington
70, W6RKT, VARA FM, K7LSC-10, 144.9600, Battle Ground, Clark, Washington
70, W6RKT, PACKET, K7YFJ-12, 441.5250, Battle Ground, Clark, Washington
70, W6RKT, TELNET, N/A, 0.0000, Battle Ground, Clark, Washington
70, W6RKT, VARA FM, KD7ZDO-12, 441.5250, Battle Ground, Clark, Washington
70, W6RKT, PACKET, K7YFJ-11, 223.7000, Battle Ground, Clark, Washington
70, KK7MLS, VARA FM, N7OGM-10, 145.0500, OAK CREEK, Clackamas, Oregon
70, W6RKT, MESH, N/A, 0.0000, N/A, Clark, Washington 
70, W6RKT, APRS, N/A, 144.3900, N/A, Clark, WA 
70, N6NQD, TELNET, N/A, 0.0000, Waluga, Clackamas, OR
70, W6RKT, PACKET, N7RDE-10, 144.9300, N/A, Snohomish, WA
70, KI7LAG, Packet, WC7EOC-10, 144.9800, Beaverton, Washington, OR
70, KK7MLS, VARA FM, N1ACW-10, 145.5300, Oak Creek, Clackamas, Oregon
70, W3STM, VARA FM, KD7ZDO-12, 441.5250, First Addition, Clackamas, OR
70, KF7KXX, VARA FM, W7BVT-10, 145.0200, Palisades, Clackamas, OR
70, KD7DNM, VARA FM, W7YAM-12, 145.0900, CHILDS, Clackamas, OR
70, KD7PFH, VARA FM, N1ACW-10, 145.5300, Childs, Clackamas, OR
70, N1ACW, VARA FM, W7OWO-10, 145.0300, Palisades, Clackamas, OR
71, W3STM, VARA FM, KI7QIB-11, 145.0100, First Addition, Clackamas, OR
71, KD7DNM, VARA FM, N1ACW-10, 145.5300, CHILDS, Clackamas, OR
71, KJ7JCR, VARA FM, WC7EOC-10, 144.9800, PALISADES, Clackamas, Oregon
71, W6RKT, VARA FM, N1ACW-10, 145.5300, Battle Ground, Clark, Washington
71, KI7DGC, Packet, W7YAM-12, 145.0900, Westlake, Clackamas, Oregon 
71, KK7MLS, VARA FM, W7BVT-10, 145.0200, Oak Creek, Clackamas, Oregon
71, W6RKT, VARA FM, K7YFJ-12, 441.5250, N/A, Clark, WA
71, KD7PFH, VARA FM, N1ACW-10, 145.5300, Childs, Clackamas, OR
71, WA6ZLV, VARA FM, N1ACW-10, 145.5300, Old Town, Clackamas, OR
71, N1ACW, VARA FM, KD7REX-10, 145.040, Palisades, Clackamas, OR
71, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, Oregon
71, KI7LAG, VARA FM, K7MCE-10, 145.070, Marys Woods, Clackamas, OR
72, KI7DGC, Vara FM, N1ACW-10, 145.530, Westlake, Clackamas, Oregon
72, KI7DGC, Packet, W7YAM-12, 145.090, Westlake, Clackamas, Oregon
72, W6RKT, VARA FM, WA7LO-10, 145.530, N/A, Clark, WA
72, W6RKT, VARA FM, K7YFJ-12, 441.525, N/A, Clark, WA
72, KJ7JCR, VARA FM, WA7LO-10, 145.530, PALISADES, Clackamas, OR
72, KJ7JCR, VARA FM, N1ACW-10, 145.530, PALISADES, Clackamas, OR
72, KK7MLS, VARA FM, WA7LO-10, 145.530, OAK CREEK, Clackamas, OR
72, KK7MLS, VARA FM, K7CPU-10, 441.075, OAK CREEK, Clackamas, OR
72, KD7DNM, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, OR
72, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
72, W6RKT, PACKET, AD7DD-10, 145.030, Spokane, SPOKANE, WA
72, WA6DOZ, VARA FM, WA7LO-10, 145.530, First Addition, Clackamas, OR
72, N6NQD, TELNET, N/A, 0.000, Waluga, Clackamas, OR
72, KK7QQK, VARA FM, WA7LO-10, 145.530, Mountain Park, Clackamas, OR
72, KK7QQK, PACKET, WA7LO-10, 145.530, Mountain Park, Clackamas, OR
72, WA6ZLV, VARA FM, WA7LO-10, 145.530, Old Town, Clackamas, OR
72, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, OR
72, N1ACW, VARA FM, W7GC-11, 145.090, N/A, Yamhill, Oregon
72, N1ACW, Packet, WA7LO-10, 145.530, N/A, Yamhill, Oregon
72, W6AGZ, VARA FM, WA7LO-10, 145.530, Rivergrove, CLACKAMAS, OR
72, W6AGZ, VARA FM, W7BVT-10, 145.020, Rivergrove, CLACKAMAS, OR
72, KF7KXX, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, OR
72, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, OR
72, WA1TRH, TELNET, N/A, 0.000, Uplands, Clackamas, OR
72, KD7PFH, Vara FM, WA7LO-10, 145.530, Childs, Clackamas, OR
72, KD7PFH, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, OR
72, KI7LAG, VARA FM, WA7LO-10, 145.530, Beaverton, Washington, OR
73, KI7DGC, Vara FM, N7TRY-10, 430.550, Westlake, Clackamas, Oregon
73, W6AGZ, VARA FM, W7BVT-10, 145.020, Rivergrove, CLACKAMAS, OR
73, N6NQD, TELNET, N/A, 0.000, Waluga, Clackamas, OR
73, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, Oregon
73, KI7LAG, VARA FM, KI7QIB-11, 145.010, Marylhurst, Clackamas, OR
73, W6RKT, PACKET, K7YFJ-11, 223.700, Battle Ground, Clark, WA
73, N1ACW, Packet, W7PLK-10, 144.970, Bald Peak, Yamhill, Oregon
73, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
73, KK7QQK, VARA FM, N1ACW-10, 145.530, MOUNTAIN PARK, Clackamas, Oregon
73, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, Oregon
73, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, Oregon
73, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, Oregon
74, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, Oregon
74, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, Oregon
74, KJ7JCR, VARA FM, N1ACW-10, 145.530, PALISADES, Clackamas, Oregon
74, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, Oregon
74, KG7WKK, Telnet, N/A, 0.000, Holly Orchard, Clackamas, Oregon
74, W6RKT, TELNET, N/A, 0.0000, Battle Ground, Clark, Washington
74, KI7LAG, VARA FM, K7MCE-10, 145.070, Old Town, Clackamas, OR
74, N1ACW, Telnet, N/A, 0.0000, Sedona, Yavapai, Arizona
74,WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
75, KI7DGC, PACKET, WA7LO-10, 145.5300, Westlake, Clackamas, Oregon
75, KK7MLS, PACKET, WA7LO-10, 145.5300, OAK CREEK, Clackamas, Oregon
75, N7LIM, PACKET, WA7LO-10, 145.5300, Lake Grove, Clackamas, Oregon
75, KD7PFH, TELNET, N/A, 0.0000, Childs, Clackamas, Oregon
75, WA1TRH, TELNET, N/A, 0.0000, Uplands, Clackamas, Oregon
75, KE7GXC, VARA FM, WA7LO-10, 145.5300, Oregon City, Clackamas, Oregon
75, KF7KXX, VARA FM, WA7LO-10, 145.5300, Palisades, Clackamas, Oregon
75, KF7KXX, VARA FM, WA7LO-10, 145.5300, Palisades, Clackamas, Oregon
75, KI7DGC, VARA FM, WA7LO-10, 145.5300, Westlake, Clackamas, Oregon
75, KI7DGC, VARA FM, WA7LO-10, 145.5300, Westlake, Clackamas, Oregon
75, KI7LAG, VARA FM, WA7LO-10, 145.5300, N/A, Clackamas, Oregon
75, KJ7JCR, VARA FM, WA7LO-10, 145.5300, PALISADES, Clackamas, Oregon
75, KJ7JCR, VARA FM, WA7LO-10, 145.5300, PALISADES, Clackamas, Oregon
75, KK7MLS, VARA FM, WA7LO-10, 145.5300, OAK CREEK, Clackamas, Oregon
75, N7LIM, VARA FM, WA7LO-10, 145.5300, Lake Grove, Clackamas, Oregon
75, W6AGZ, VARA FM, WA7LO-10, 145.5300, Rivergrove, CLACKAMAS, Oregon
75, W6RKT, VARA FM, WA7LO-10, 145.5300, Battle Ground, Clark, Washington
75, W6RKT, VARA FM, N1ACW-10, 145.5300, Battle Ground, Clark, Washington
75, WA6ZLV, VARA FM, WA7LO-10, 145.5300, Old Town, Clackamas, Oregon
75, WA6ZLV, VARA FM, WA7LO-10, 145.5300, Old Town, Clackamas, Oregon
76, KD7DNM, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, OR
76, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, Oregon
76, KF7KXX, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
76, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
76, KI7LAG, VARA FM, WA7LO-10, 145.530, Marys Woods, Clackamas, OR
76, KJ7JCR, VARA FM, WA7LO-10, 145.530, PALISADES, Clackamas, Oregon
76, KK7MLS, VARA FM, WA7LO-10, 145.530, OAK CREEK, Clackamas, Oregon
76, N1ACW, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
76, W6RKT, VARA FM, WA7LO-10, 145.530, Battle Ground, Clark, Washington
76, WA6ZLV, VARA FM, WA7LO-10, 145.530, Old Town, Clackamas, Oregon
77, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, Oregon
77, W6RKT, VARA FM, K7LSC-10, 144.960, Battle Ground, Clark, WA
77, KI7DGC, Vara FM, N7OGM-12, 145.050, Westlake, Clackamas, Oregon
77, N1ACW, VARA FM, K7YFJ-12, 441.525, Palisades, Clackamas, Oregon
77, KF7KXX, VARA FM, w7bvt-10, 145.020, Palisades, Clackamas, Oregon
77, KJ7JCR, VARA FM, N1ACW-10, 145.530, PALISADES, Clackamas, Oregon 
77, KK7MLS, VARA FM, WA7LO-10, 145.530, OAK CREEK, Clackamas, Oregon
77, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
77, KI7LAG, VARA FM, W7BVT-10, 145.020, Beaverton, WASHINGTON, 0R
78, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
78, W6RKT, VARA FM, WA7LO-10, 145.530, Battle Ground, Clark, Washington
78, N1ACW, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
78, KJ7JCR, VARA FM, WA7LO-10, 145.530, PALISADES, Clackamas, Oregon
78, KK7MLS, VARA FM, WA7LO-10, 145.530, OAK CREEK, Clackamas, Oregon
78, KF7KXX, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
78, KD7DNM, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, OR
78, WA6ZLV, TELNET, N/A, 0.000, Old Town, Clackamas, Oregon
79, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, Oregon
79, W3STM, PACKET, KI7QIB-10, 145.010, First Addition, Clackamas, Oregon
79, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
79, KD7PFH, Telnet, N/A, 0.000, Childs, Clackamas, Oregon
79, WA1TRH, Telnet, N/A, 0.000, Uplands, Clackamas, Oregon
79, W6RKT, VARA FM, KD7ZDO-12, 441.525, Battle Ground, Clark, Washington
79, KI7LAG, VARA FM, W7BVT-10, 145.020, Beaverton, Washington, Oregon
79, N1ACW, Packet, W7PLK-10, 144.970, Palisades, Clackamas, Oregon
79, WA6DOZ, VARA FM, N1ACW-10, 145.530, First Addition, Clackamas, Oregon
79, KF7KXX, VARA FM, WC7EOC-10, 144.980, Palisades, Clackamas, Oregon
79, KJ7JCR, VARA FM, W7YAM-10, 144.970, PALISADES, Clackamas, Oregon
79, KD7DNM, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, Oregon
79, KD7PFH, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, Oregon
79, KK7MLS, VARA FM, WA7LO-10, 145.530, OAK CREEK, Clackamas, Oregon.
80, KI7DGC, Packet, N7OGM-10, 145.0500, Westlake, Clackamas, Oregon
80, KK7MLS, PACKET, W7YAM-10, 441.0500, OAK CREEK, Clackamas, Oregon
80, KK7MLS, VARA FM, W7YAM-10, 441.0500, OAK CREEK, Clackamas, Oregon
80, W6RKT, VARA FM, KN6BKT, 14.1027, Battle Ground, Clark, Washington
80, W6RKT, VARA FM, K7YFJ-12, 441.5250, Battle Ground, Clark, Washington
80, W6RKT, PACKET, K7YFJ-11, 223.7000, Battle Ground, Clark, Washington
80, W6RKT, PACKET, N1ACW-10, 145.5300, Battle Ground, Clark, Washington
80, W6RKT, VARA, WA7ROY, 7.0997, Battle Ground, Clark, Washington
80, KJ7JCR, VARA FM, W7YAM-10, 144.9700, PALISADES, Clackamas, Oregon
80, WA1TRH, TELNET, N/A, 0.0000, Uplands, Clackamas, Oregon
80, WA6ZLV, VARA FM, N1ACW-10, 145.5300, Old Town, Clackamas, Oregon 
80, WA6ZLV, PACKET, N1ACW-10, 145.5300, Old Town, Clackamas, Oregon
80, KF7KXX, VARA FM, WC7EOC-10, 144.9800, Palisades, Clackamas, Oregon
80, KD7PFH, VARA FM, W7YAM-12, 145.0900, Childs, Clackamas, Oregon
80, KD7DNM, VARA FM, W7YAM-12, 145.0900, Childs, Clackamas, Oregon
80, W3STM, VARA FM, KI7QIB-11, 145.0100, First Addition, Clackamas, Oregon
80, N1ACW, VARA FM, W7ODN-10, 144.9900, Palisades, Clackamas, Oregon
81, KI7DGC, Vara FM, W7BVT-10, 145.020, Westlake, Clackamas, Oregon
81, N1ACW, VARA FM, KD7RFC-10, 441.500, Palisades, Clackamas, Oregon
81, W6RKT, PACKET, K7YFJ-11, 223.700, Battle Ground, Clark, Washington
81, KK7MLS, VARA FM, N7OGM-10, 145.050, OAK CREEK, Clackamas, Oregon
81, WA1TRH, TELNET, N/A, 0.000, Uplands, Clackamas, Oregon
81, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, Oregon
81, KF7KXX, VARA FM, N1ACW-10, 145.530, Palisades, Clackamas, Oregon
81, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
82, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
82, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
82, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
82, KI7DGC, Packet, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
82, KI7DGC, Packet, WA7LO-10, 145.530, Westlake, clackamas, Oregon
82, N1ACW, VARA FM, WA7LO-10, 145.530, Newberg, Yamhill, Oregon
82, W6RKT, VARA FM, WA7LO-10, 145.530, Battle Ground, Clark, Washington
82, KJ7JCR, VARA FM, WA7LO-10, 145.530, PALISADES, Clackamas, Oregon
82, KD7DNM, VARA FM, WA7LO-10, 145.350, Childs, Clackamas, Oregon
82, WA6ZLV, VARA FM, WA7LO-10, 145.530, Old Town, Clackamas, Oregon
82, KD7PFH, VARA FM, WA7LO-10, 145.530, Childs Rd, Clackamas, Oregon
82, KF7KXX, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
83, WA6ZLV, VARA FM, WA7LO-10, 145.530, Old Town, Clackamas, Oregon
83, W6RKT, VARA FM, WA7LO-10, 145.530, Battle Ground, Clark, Washington
83, N7LIM, VARA FM, WA7LO-10, 145.530, Lake Grove, Clackamas, Oregon
83, N1ACW, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
83, KK7MLS, VARA FM, WA7LO-10, 145.530, OAK CREEK, Clackamas, Oregon
83, KJ7JCR, VARA FM, WA7LO-10, 145.530, PALISADES, Clackamas, Oregon
83, KI7LAG, VARA FM, WA7LO-10, 145.530, Marys Landing, Clackamas, OR
83, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
83, KF7KXX, VARA FM, WA7LO-10, 145.530, Palisades, Clackamas, Oregon
83, KD7PFH, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, Oregon
83, KD7DNM, VARA FM, WA7LO-10, 145.530, Childs, Clackamas, Oregon
84, KI7DGC, VARA FM, W7TPN-10, 145.710, Westlake, Clackamas, Oregon
84, WA1TRH, TELNET, N/A, 0.000, Uplands, Clackamas, Oregon
84, W6RKT, VARA FM, K7LSC-10, 144.960, Battle Ground, Clark, Washington
84, KD7PFH, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, Oregon
84, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, Oregon
84, KI7LAG, VARA FM, WC7EOC-10, 144.980, Beaverton, Washington, OR
84, KF7KXX, VARA FM, N7OGM-10, 145.050, Palisades, Clackamas, Oregon
84, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
84, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, Oregon
84, N1ACW, VARA FM, K7YFJ-12, 441.525, Palisades, Clackamas, Oregon
85, KI7DGC, Vara FM, W7YAM-12, 145.090, Westlake, Clackamas, Oregon
85, KI7DGC, Packet, W7YAM-12, 145.090, Westlake, Clackamas,Oregon
85, KI7LAG, Vara FM, KD7ZDO-11, 145.770, Marys Landing, Clackamas,OR
85, W6RKT, VARA FM, K7YFJ-12, 441.525, Battle Ground, Clark, WA
85, KK7MLS, PACKET, N1ACW-10, 145.530, OAK CREEK, Clackamas, Oregon
85, WA6ZLV, Packet, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
85, WA6ZLV, VARA FM, N1ACW-10, 145.530, Old Town, Clackamas, Oregon
85, KJ7JCR, VARA FM, KD7RFC-10, 441.500, PALISADES, Clackamas, Oregon
85, N1ACW/M, VARA FM, KI7ESW-11, 145.030, Dundee, Yamhill, Oregon
86, KD7DNM, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, Oregon
86, KD7PFH, VARA FM, N1ACW-10, 145.530, Childs, Clackamas, Oregon
86, KF7KXX, VARA FM, W7YAM-12, 145.090, Palisades, Clackamas, Oregon
86, KI7DGC, Vara FM, K7TRP-10, 145.050, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, KD7REX-10, 145.040, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, KD7REX-10, 145.040, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, KE7NKR-10, 145.720, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, KE7NKR-10, 145.720, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, KI7QIB-10, 145.010, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, KI7QIB-11, 145.010, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, N1ACW-10, 145.530, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, N1ACW-10, 145.530, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, N7OGM-10, 145.050, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, N7TRY-10, 430.550, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, W7OWO-10, 441.000, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, W7OWO-10, 441.000, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, W7OWO-10, 145.030, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, W7OWO-10, 145.030, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, W7YAM-10, 441.050, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, W7YAM-10, 441.050, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, W7YAM-12, 145.090, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, W7YAM-12, 145.090, West lake, Clackamas, Oregon
86, KI7DGC, Vara FM, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, WA7LO-10, 145.530, Westlake, Clackamas, Oregon
86, KI7DGC, Vara FM, WC7EOC-10, 144.980, Westlake, Clackamas, Oregon
86, KI7DGC, Packet, WC7EOC-10, 144.980, Westlake, Clackamas, Oregon
86, KI7LAG, VARA FM, W7BVT-10, 145.020, Beaverton, Washington, OR
86, KJ7JCR, VARA FM, WC7EOC-10, 144.980, PALISADES, Clackamas, Oregon
86, KK7MLS, VARA FM, K7CPU-10, 441.075, OAK CREEK, Clackamas, Oregon
86, KK7MLS, PACKET, KD7ZDO-10, 145.570, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, KD7ZDO-11, 145.770, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, KD7ZDO-12, 441.525, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, KI7ESW-11, 145.030, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, N1ACW-10, 145.530, OAK CREEK, Clackamas, Oregon
86, KK7MLS, PACKET, N1ACW-10, 145.530, OAK CREEK, Clackamas, Oregon
86, KK7MLS, PACKET, N7OGM-10, 145.050, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, N7OGM-10, 145.050, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, W7BVT-10, 145.020, OAK CREEK, Clackamas, Oregon
86, KK7MLS, PACKET, W7OWO-10, 145.030, OAK CREEK, Clackamas, Oregon
86, KK7MLS, PACKET, W7OWO-10, 441.000, OAK CREEK, Clackamas, Oregon
86, KK7MLS, VARA FM, W7OWO-10, 145.030, OAK CREEK, Clackamas, Oregon
